year,industry_code_ANZSIC,industry_name_ANZSIC,rme_size_grp,variable,value,unit
2022,E,Construction,d_10-19,Operating profit before tax,1038,DOLLARS(millions)
2022,E,Construction,e_20-49,Operating profit before tax,621,DOLLARS(millions)
2022,E,Construction,f_50-99,Operating profit before tax,365,DOLLARS(millions)
2022,E,Construction,g_100-199,Operating profit before tax,164,DOLLARS(millions)
2022,E,Construction,h_200+,Operating profit before tax,642,DOLLARS(millions)
2022,E,Construction,i_Industry_Total,Operating profit before tax,7341,DOLLARS(millions)
2022,F,Wholesale Trade,a_0,Operating profit before tax,806,DOLLARS(millions)
2022,F,Wholesale Trade,b_1-5,Operating profit before tax,850,DOLLARS(millions)
2022,F,Wholesale Trade,c_6-9,Operating profit before tax,646,DOLLARS(millions)
2022,F,Wholesale Trade,d_10-19,Operating profit before tax,1265,DOLLARS(millions)
2022,F,Wholesale Trade,e_20-49,Operating profit before tax,1783,DOLLARS(millions)
2022,F,Wholesale Trade,f_50-99,Operating profit before tax,1279,DOLLARS(millions)
2022,F,Wholesale Trade,g_100-199,Operating profit before tax,507,DOLLARS(millions)
2022,F,Wholesale Trade,h_200+,Operating profit before tax,1464,DOLLARS(millions)
2022,F,Wholesale Trade,i_Industry_Total,Operating profit before tax,8600,DOLLARS(millions)
2022,G,Retail Trade,a_0,Operating profit before tax,372,DOLLARS(millions)
2022,G,Retail Trade,b_1-5,Operating profit before tax,512,DOLLARS(millions)
2022,G,Retail Trade,c_6-9,Operating profit before tax,335,DOLLARS(millions)
2022,G,Retail Trade,d_10-19,Operating profit before tax,610,DOLLARS(millions)
2022,G,Retail Trade,e_20-49,Operating profit before tax,716,DOLLARS(millions)
2022,G,Retail Trade,f_50-99,Operating profit before tax,372,DOLLARS(millions)
2022,G,Retail Trade,g_100-199,Operating profit before tax,643,DOLLARS(millions)
2022,G,Retail Trade,h_200+,Operating profit before tax,2033,DOLLARS(millions)
2022,G,Retail Trade,i_Industry_Total,Operating profit before tax,5592,DOLLARS(millions)
2022,H,Accommodation and Food Services,a_0,Operating profit before tax,203,DOLLARS(millions)
2022,H,Accommodation and Food Services,b_1-5,Operating profit before tax,189,DOLLARS(millions)
2022,H,Accommodation and Food Services,c_6-9,Operating profit before tax,104,DOLLARS(millions)
2022,H,Accommodation and Food Services,d_10-19,Operating profit before tax,109,DOLLARS(millions)
2022,H,Accommodation and Food Services,e_20-49,Operating profit before tax,117,DOLLARS(millions)
2022,H,Accommodation and Food Services,f_50-99,Operating profit before tax,126,DOLLARS(millions)
2022,H,Accommodation and Food Services,g_100-199,Operating profit before tax,48,DOLLARS(millions)
2022,H,Accommodation and Food Services,h_200+,Operating profit before tax,217,DOLLARS(millions)
2022,H,Accommodation and Food Services,i_Industry_Total,Operating profit before tax,1114,DOLLARS(millions)
2022,I,"Transport, Postal and Warehousing",a_0,Operating profit before tax,401,DOLLARS(millions)
2022,I,"Transport, Postal and Warehousing",b_1-5,Operating profit before tax,199,DOLLARS(millions)
2022,I,"Transport, Postal and Warehousing",c_6-9,Operating profit before tax,81,DOLLARS(millions)
2022,I,"Transport, Postal and Warehousing",d_10-19,Operating profit before tax,188,DOLLARS(millions)
2022,I,"Transport, Postal and Warehousing",e_20-49,Operating profit before tax,250,DOLLARS(millions)
2022,I,"Transport, Postal and Warehousing",f_50-99,Operating profit before tax,245,DOLLARS(millions)
2022,I,"Transport, Postal and Warehousing",g_100-199,Operating profit before tax,259,DOLLARS(millions)
2022,I,"Transport, Postal and Warehousing",h_200+,Operating profit before tax,303,DOLLARS(millions)
2022,I,"Transport, Postal and Warehousing",i_Industry_Total,Operating profit before tax,1927,DOLLARS(millions)
2022,J,Information Media and Telecommunications,b_1-5,Operating profit before tax,69,DOLLARS(millions)
2022,J,Information Media and Telecommunications,c_6-9,Operating profit before tax,35,DOLLARS(millions)
2022,J,Information Media and Telecommunications,d_10-19,Operating profit before tax,81,DOLLARS(millions)
2022,J,Information Media and Telecommunications,e_20-49,Operating profit before tax,62,DOLLARS(millions)
2022,J,Information Media and Telecommunications,f_50-99,Operating profit before tax,55,DOLLARS(millions)
2022,J,Information Media and Telecommunications,g_100-199,Operating profit before tax,69,DOLLARS(millions)
2022,J,Information Media and Telecommunications,h_200+,Operating profit before tax,828,DOLLARS(millions)
2022,K,Financial and Insurance Services,a_0,Operating profit before tax,15249,DOLLARS(millions)
2022,K,Financial and Insurance Services,b_1-5,Operating profit before tax,826,DOLLARS(millions)
2022,K,Financial and Insurance Services,c_6-9,Operating profit before tax,342,DOLLARS(millions)
2022,K,Financial and Insurance Services,d_10-19,Operating profit before tax,361,DOLLARS(millions)
2022,K,Financial and Insurance Services,e_20-49,Operating profit before tax,359,DOLLARS(millions)
2022,K,Financial and Insurance Services,f_50-99,Operating profit before tax,352,DOLLARS(millions)
2022,K,Financial and Insurance Services,g_100-199,Operating profit before tax,381,DOLLARS(millions)
2022,K,Financial and Insurance Services,h_200+,Operating profit before tax,10679,DOLLARS(millions)
2022,K,Financial and Insurance Services,i_Industry_Total,Operating profit before tax,28549,DOLLARS(millions)
2022,L,"Rental, Hiring and Real Estate Services",a_0,Operating profit before tax,9762,DOLLARS(millions)
2022,L,"Rental, Hiring and Real Estate Services",b_1-5,Operating profit before tax,954,DOLLARS(millions)
2022,L,"Rental, Hiring and Real Estate Services",c_6-9,Operating profit before tax,269,DOLLARS(millions)
2022,L,"Rental, Hiring and Real Estate Services",d_10-19,Operating profit before tax,236,DOLLARS(millions)
2022,L,"Rental, Hiring and Real Estate Services",e_20-49,Operating profit before tax,251,DOLLARS(millions)
2022,L,"Rental, Hiring and Real Estate Services",f_50-99,Operating profit before tax,180,DOLLARS(millions)
2022,L,"Rental, Hiring and Real Estate Services",g_100-199,Operating profit before tax,189,DOLLARS(millions)
2022,L,"Rental, Hiring and Real Estate Services",h_200+,Operating profit before tax,185,DOLLARS(millions)
2022,L,"Rental, Hiring and Real Estate Services",i_Industry_Total,Operating profit before tax,12026,DOLLARS(millions)
2022,M,"Professional, Scientific and Technical Services",a_0,Operating profit before tax,2874,DOLLARS(millions)
2022,M,"Professional, Scientific and Technical Services",b_1-5,Operating profit before tax,1039,DOLLARS(millions)
2022,M,"Professional, Scientific and Technical Services",c_6-9,Operating profit before tax,423,DOLLARS(millions)
2022,M,"Professional, Scientific and Technical Services",d_10-19,Operating profit before tax,687,DOLLARS(millions)
2022,M,"Professional, Scientific and Technical Services",e_20-49,Operating profit before tax,908,DOLLARS(millions)
2022,M,"Professional, Scientific and Technical Services",f_50-99,Operating profit before tax,595,DOLLARS(millions)
2022,M,"Professional, Scientific and Technical Services",g_100-199,Operating profit before tax,460,DOLLARS(millions)
2022,M,"Professional, Scientific and Technical Services",h_200+,Operating profit before tax,1300,DOLLARS(millions)
2022,M,"Professional, Scientific and Technical Services",i_Industry_Total,Operating profit before tax,8285,DOLLARS(millions)
2022,N,Administrative and Support Services,a_0,Operating profit before tax,459,DOLLARS(millions)
2022,N,Administrative and Support Services,b_1-5,Operating profit before tax,112,DOLLARS(millions)
2022,N,Administrative and Support Services,c_6-9,Operating profit before tax,30,DOLLARS(millions)
2022,N,Administrative and Support Services,d_10-19,Operating profit before tax,59,DOLLARS(millions)
2022,N,Administrative and Support Services,e_20-49,Operating profit before tax,42,DOLLARS(millions)
2022,N,Administrative and Support Services,f_50-99,Operating profit before tax,58,DOLLARS(millions)
2022,N,Administrative and Support Services,g_100-199,Operating profit before tax,25,DOLLARS(millions)
2022,N,Administrative and Support Services,h_200+,Operating profit before tax,181,DOLLARS(millions)
2022,N,Administrative and Support Services,i_Industry_Total,Operating profit before tax,967,DOLLARS(millions)
2022,O,Public Administration and Safety,a_0,Operating profit before tax,21,DOLLARS(millions)
2022,O,Public Administration and Safety,b_1-5,Operating profit before tax,14,DOLLARS(millions)
2022,O,Public Administration and Safety,c_6-9,Operating profit before tax,8,DOLLARS(millions)
2022,O,Public Administration and Safety,d_10-19,Operating profit before tax,16,DOLLARS(millions)
2022,O,Public Administration and Safety,e_20-49,Operating profit before tax,12,DOLLARS(millions)
2022,O,Public Administration and Safety,f_50-99,Operating profit before tax,2,DOLLARS(millions)
2022,O,Public Administration and Safety,g_100-199,Operating profit before tax,14,DOLLARS(millions)
2022,O,Public Administration and Safety,h_200+,Operating profit before tax,74,DOLLARS(millions)
2022,O,Public Administration and Safety,i_Industry_Total,Operating profit before tax,162,DOLLARS(millions)
2022,P,Education and Training,a_0,Operating profit before tax,128,DOLLARS(millions)
2022,P,Education and Training,b_1-5,Operating profit before tax,54,DOLLARS(millions)
2022,P,Education and Training,d_10-19,Operating profit before tax,91,DOLLARS(millions)
2022,P,Education and Training,e_20-49,Operating profit before tax,62,DOLLARS(millions)
2022,P,Education and Training,f_50-99,Operating profit before tax,54,DOLLARS(millions)
2022,P,Education and Training,g_100-199,Operating profit before tax,53,DOLLARS(millions)
2022,P,Education and Training,h_200+,Operating profit before tax,82,DOLLARS(millions)
2022,Q,Health Care and Social Assistance,a_0,Operating profit before tax,1042,DOLLARS(millions)
2022,Q,Health Care and Social Assistance,b_1-5,Operating profit before tax,515,DOLLARS(millions)
2022,Q,Health Care and Social Assistance,c_6-9,Operating profit before tax,241,DOLLARS(millions)
2022,Q,Health Care and Social Assistance,d_10-19,Operating profit before tax,149,DOLLARS(millions)
2022,Q,Health Care and Social Assistance,e_20-49,Operating profit before tax,449,DOLLARS(millions)
2022,Q,Health Care and Social Assistance,f_50-99,Operating profit before tax,192,DOLLARS(millions)
2022,Q,Health Care and Social Assistance,g_100-199,Operating profit before tax,354,DOLLARS(millions)
2022,Q,Health Care and Social Assistance,h_200+,Operating profit before tax,245,DOLLARS(millions)
2022,Q,Health Care and Social Assistance,i_Industry_Total,Operating profit before tax,3186,DOLLARS(millions)
2022,R,Arts and Recreation Services,a_0,Operating profit before tax,292,DOLLARS(millions)
2022,R,Arts and Recreation Services,b_1-5,Operating profit before tax,24,DOLLARS(millions)
2022,R,Arts and Recreation Services,c_6-9,Operating profit before tax,8,DOLLARS(millions)
2022,R,Arts and Recreation Services,d_10-19,Operating profit before tax,39,DOLLARS(millions)
2022,R,Arts and Recreation Services,e_20-49,Operating profit before tax,8,DOLLARS(millions)
2022,R,Arts and Recreation Services,f_50-99,Operating profit before tax,13,DOLLARS(millions)
2022,R,Arts and Recreation Services,i_Industry_Total,Operating profit before tax,992,DOLLARS(millions)
2022,S,Other Services,a_0,Operating profit before tax,343,DOLLARS(millions)
2022,S,Other Services,b_1-5,Operating profit before tax,365,DOLLARS(millions)
2022,S,Other Services,c_6-9,Operating profit before tax,164,DOLLARS(millions)
2022,S,Other Services,d_10-19,Operating profit before tax,203,DOLLARS(millions)
2022,S,Other Services,e_20-49,Operating profit before tax,2,DOLLARS(millions)
2022,S,Other Services,f_50-99,Operating profit before tax,44,DOLLARS(millions)
2022,S,Other Services,g_100-199,Operating profit before tax,48,DOLLARS(millions)
2022,S,Other Services,h_200+,Operating profit before tax,10,DOLLARS(millions)
2022,S,Other Services,i_Industry_Total,Operating profit before tax,1179,DOLLARS(millions)
2022,all,All Industries,j_Grand_Total,Operating profit before tax,104481,DOLLARS(millions)
2023,A,"Agriculture, Forestry and Fishing",a_0,Operating profit before tax,2228,DOLLARS(millions)
2023,A,"Agriculture, Forestry and Fishing",b_1-5,Operating profit before tax,2171,DOLLARS(millions)
2023,A,"Agriculture, Forestry and Fishing",c_6-9,Operating profit before tax,508,DOLLARS(millions)
2023,A,"Agriculture, Forestry and Fishing",d_10-19,Operating profit before tax,411,DOLLARS(millions)
2023,A,"Agriculture, Forestry and Fishing",e_20-49,Operating profit before tax,67,DOLLARS(millions)
2023,A,"Agriculture, Forestry and Fishing",f_50-99,Operating profit before tax,86,DOLLARS(millions)
2023,A,"Agriculture, Forestry and Fishing",g_100-199,Operating profit before tax,7,DOLLARS(millions)
2023,A,"Agriculture, Forestry and Fishing",h_200+,Operating profit before tax,129,DOLLARS(millions)
2023,A,"Agriculture, Forestry and Fishing",i_Industry_Total,Operating profit before tax,5606,DOLLARS(millions)
2023,B,Mining,a_0,Operating profit before tax,327,DOLLARS(millions)
2023,B,Mining,b_1-5,Operating profit before tax,28,DOLLARS(millions)
2023,B,Mining,c_6-9,Operating profit before tax,48,DOLLARS(millions)
2023,B,Mining,d_10-19,Operating profit before tax,75,DOLLARS(millions)
2023,B,Mining,e_20-49,Operating profit before tax,122,DOLLARS(millions)
2023,B,Mining,f_50-99,Operating profit before tax,5,DOLLARS(millions)
2023,B,Mining,g_100-199,Operating profit before tax,169,DOLLARS(millions)
2023,B,Mining,h_200+,Operating profit before tax,578,DOLLARS(millions)
2023,B,Mining,i_Industry_Total,Operating profit before tax,1353,DOLLARS(millions)
2023,C,Manufacturing,a_0,Operating profit before tax,332,DOLLARS(millions)
2023,C,Manufacturing,b_1-5,Operating profit before tax,603,DOLLARS(millions)
2023,C,Manufacturing,c_6-9,Operating profit before tax,259,DOLLARS(millions)
2023,C,Manufacturing,d_10-19,Operating profit before tax,610,DOLLARS(millions)
2023,C,Manufacturing,e_20-49,Operating profit before tax,1059,DOLLARS(millions)
2023,C,Manufacturing,f_50-99,Operating profit before tax,852,DOLLARS(millions)
2023,C,Manufacturing,g_100-199,Operating profit before tax,1073,DOLLARS(millions)
2023,C,Manufacturing,h_200+,Operating profit before tax,5123,DOLLARS(millions)
2023,C,Manufacturing,i_Industry_Total,Operating profit before tax,9911,DOLLARS(millions)
2023,D,"Electricity, Gas, Water and Waste Services",a_0,Operating profit before tax,77,DOLLARS(millions)
2023,D,"Electricity, Gas, Water and Waste Services",b_1-5,Operating profit before tax,51,DOLLARS(millions)
2023,D,"Electricity, Gas, Water and Waste Services",c_6-9,Operating profit before tax,27,DOLLARS(millions)
2023,D,"Electricity, Gas, Water and Waste Services",d_10-19,Operating profit before tax,26,DOLLARS(millions)
2023,D,"Electricity, Gas, Water and Waste Services",e_20-49,Operating profit before tax,98,DOLLARS(millions)
2023,D,"Electricity, Gas, Water and Waste Services",f_50-99,Operating profit before tax,17,DOLLARS(millions)
2023,D,"Electricity, Gas, Water and Waste Services",g_100-199,Operating profit before tax,111,DOLLARS(millions)
2023,D,"Electricity, Gas, Water and Waste Services",h_200+,Operating profit before tax,2135,DOLLARS(millions)
2023,D,"Electricity, Gas, Water and Waste Services",i_Industry_Total,Operating profit before tax,2543,DOLLARS(millions)
2023,E,Construction,a_0,Operating profit before tax,2276,DOLLARS(millions)
2023,E,Construction,b_1-5,Operating profit before tax,1465,DOLLARS(millions)
2023,E,Construction,c_6-9,Operating profit before tax,715,DOLLARS(millions)
2023,E,Construction,d_10-19,Operating profit before tax,1337,DOLLARS(millions)
2023,E,Construction,e_20-49,Operating profit before tax,826,DOLLARS(millions)
2023,E,Construction,f_50-99,Operating profit before tax,307,DOLLARS(millions)
2023,E,Construction,g_100-199,Operating profit before tax,223,DOLLARS(millions)
2023,E,Construction,h_200+,Operating profit before tax,842,DOLLARS(millions)
2023,E,Construction,i_Industry_Total,Operating profit before tax,7991,DOLLARS(millions)
2023,F,Wholesale Trade,a_0,Operating profit before tax,811,DOLLARS(millions)
2023,F,Wholesale Trade,b_1-5,Operating profit before tax,747,DOLLARS(millions)
2023,F,Wholesale Trade,c_6-9,Operating profit before tax,572,DOLLARS(millions)
2023,F,Wholesale Trade,d_10-19,Operating profit before tax,1111,DOLLARS(millions)
2023,F,Wholesale Trade,e_20-49,Operating profit before tax,1501,DOLLARS(millions)
2023,F,Wholesale Trade,f_50-99,Operating profit before tax,1142,DOLLARS(millions)
2023,F,Wholesale Trade,g_100-199,Operating profit before tax,682,DOLLARS(millions)
2023,F,Wholesale Trade,h_200+,Operating profit before tax,2001,DOLLARS(millions)
2023,F,Wholesale Trade,i_Industry_Total,Operating profit before tax,8567,DOLLARS(millions)
2023,G,Retail Trade,a_0,Operating profit before tax,516,DOLLARS(millions)
2023,G,Retail Trade,b_1-5,Operating profit before tax,328,DOLLARS(millions)
2023,G,Retail Trade,c_6-9,Operating profit before tax,262,DOLLARS(millions)
2023,G,Retail Trade,d_10-19,Operating profit before tax,430,DOLLARS(millions)
2023,G,Retail Trade,e_20-49,Operating profit before tax,516,DOLLARS(millions)
2023,G,Retail Trade,f_50-99,Operating profit before tax,380,DOLLARS(millions)
2023,G,Retail Trade,g_100-199,Operating profit before tax,521,DOLLARS(millions)
2023,G,Retail Trade,h_200+,Operating profit before tax,1736,DOLLARS(millions)
2023,G,Retail Trade,i_Industry_Total,Operating profit before tax,4690,DOLLARS(millions)
2023,H,Accommodation and Food Services,a_0,Operating profit before tax,190,DOLLARS(millions)
2023,H,Accommodation and Food Services,b_1-5,Operating profit before tax,205,DOLLARS(millions)
2023,H,Accommodation and Food Services,c_6-9,Operating profit before tax,137,DOLLARS(millions)
2023,H,Accommodation and Food Services,d_10-19,Operating profit before tax,208,DOLLARS(millions)
2023,H,Accommodation and Food Services,e_20-49,Operating profit before tax,203,DOLLARS(millions)
2023,H,Accommodation and Food Services,f_50-99,Operating profit before tax,106,DOLLARS(millions)
2023,H,Accommodation and Food Services,g_100-199,Operating profit before tax,69,DOLLARS(millions)
2023,H,Accommodation and Food Services,h_200+,Operating profit before tax,297,DOLLARS(millions)
2023,H,Accommodation and Food Services,i_Industry_Total,Operating profit before tax,1414,DOLLARS(millions)
2023,I,"Transport, Postal and Warehousing",a_0,Operating profit before tax,403,DOLLARS(millions)
2023,I,"Transport, Postal and Warehousing",b_1-5,Operating profit before tax,215,DOLLARS(millions)
2023,I,"Transport, Postal and Warehousing",c_6-9,Operating profit before tax,131,DOLLARS(millions)
2023,I,"Transport, Postal and Warehousing",d_10-19,Operating profit before tax,261,DOLLARS(millions)
2023,I,"Transport, Postal and Warehousing",e_20-49,Operating profit before tax,388,DOLLARS(millions)
2023,I,"Transport, Postal and Warehousing",f_50-99,Operating profit before tax,254,DOLLARS(millions)
2023,I,"Transport, Postal and Warehousing",g_100-199,Operating profit before tax,423,DOLLARS(millions)
2023,I,"Transport, Postal and Warehousing",h_200+,Operating profit before tax,2081,DOLLARS(millions)
2023,I,"Transport, Postal and Warehousing",i_Industry_Total,Operating profit before tax,4156,DOLLARS(millions)
2023,J,Information Media and Telecommunications,a_0,Operating profit before tax,269,DOLLARS(millions)
2023,J,Information Media and Telecommunications,b_1-5,Operating profit before tax,26,DOLLARS(millions)
2023,J,Information Media and Telecommunications,c_6-9,Operating profit before tax,23,DOLLARS(millions)
2023,J,Information Media and Telecommunications,d_10-19,Operating profit before tax,-14,DOLLARS(millions)
2023,J,Information Media and Telecommunications,e_20-49,Operating profit before tax,25,DOLLARS(millions)
2023,J,Information Media and Telecommunications,f_50-99,Operating profit before tax,-3,DOLLARS(millions)
2023,J,Information Media and Telecommunications,g_100-199,Operating profit before tax,57,DOLLARS(millions)
2023,J,Information Media and Telecommunications,h_200+,Operating profit before tax,339,DOLLARS(millions)
2023,J,Information Media and Telecommunications,i_Industry_Total,Operating profit before tax,721,DOLLARS(millions)
2023,K,Financial and Insurance Services,a_0,Operating profit before tax,14008,DOLLARS(millions)
2023,K,Financial and Insurance Services,b_1-5,Operating profit before tax,745,DOLLARS(millions)
2023,K,Financial and Insurance Services,c_6-9,Operating profit before tax,152,DOLLARS(millions)
2023,K,Financial and Insurance Services,d_10-19,Operating profit before tax,422,DOLLARS(millions)
2023,K,Financial and Insurance Services,e_20-49,Operating profit before tax,361,DOLLARS(millions)
2023,K,Financial and Insurance Services,f_50-99,Operating profit before tax,1426,DOLLARS(millions)
2023,K,Financial and Insurance Services,g_100-199,Operating profit before tax,553,DOLLARS(millions)
2023,K,Financial and Insurance Services,h_200+,Operating profit before tax,11333,DOLLARS(millions)
2023,K,Financial and Insurance Services,i_Industry_Total,Operating profit before tax,28999,DOLLARS(millions)
2023,L,"Rental, Hiring and Real Estate Services",a_0,Operating profit before tax,8531,DOLLARS(millions)
2023,L,"Rental, Hiring and Real Estate Services",b_1-5,Operating profit before tax,753,DOLLARS(millions)
2023,L,"Rental, Hiring and Real Estate Services",c_6-9,Operating profit before tax,136,DOLLARS(millions)
2023,L,"Rental, Hiring and Real Estate Services",d_10-19,Operating profit before tax,242,DOLLARS(millions)
2023,L,"Rental, Hiring and Real Estate Services",e_20-49,Operating profit before tax,172,DOLLARS(millions)
2023,L,"Rental, Hiring and Real Estate Services",f_50-99,Operating profit before tax,155,DOLLARS(millions)
2023,L,"Rental, Hiring and Real Estate Services",g_100-199,Operating profit before tax,319,DOLLARS(millions)
2023,L,"Rental, Hiring and Real Estate Services",h_200+,Operating profit before tax,220,DOLLARS(millions)
2023,L,"Rental, Hiring and Real Estate Services",i_Industry_Total,Operating profit before tax,10530,DOLLARS(millions)
2023,M,"Professional, Scientific and Technical Services",a_0,Operating profit before tax,3233,DOLLARS(millions)
2023,M,"Professional, Scientific and Technical Services",b_1-5,Operating profit before tax,1165,DOLLARS(millions)
2023,M,"Professional, Scientific and Technical Services",c_6-9,Operating profit before tax,615,DOLLARS(millions)
2023,M,"Professional, Scientific and Technical Services",d_10-19,Operating profit before tax,546,DOLLARS(millions)
2023,M,"Professional, Scientific and Technical Services",e_20-49,Operating profit before tax,834,DOLLARS(millions)
2023,M,"Professional, Scientific and Technical Services",f_50-99,Operating profit before tax,452,DOLLARS(millions)
2023,M,"Professional, Scientific and Technical Services",g_100-199,Operating profit before tax,394,DOLLARS(millions)
2023,M,"Professional, Scientific and Technical Services",h_200+,Operating profit before tax,1926,DOLLARS(millions)
2023,M,"Professional, Scientific and Technical Services",i_Industry_Total,Operating profit before tax,9165,DOLLARS(millions)
2023,N,Administrative and Support Services,a_0,Operating profit before tax,414,DOLLARS(millions)
2023,N,Administrative and Support Services,b_1-5,Operating profit before tax,182,DOLLARS(millions)
2023,N,Administrative and Support Services,c_6-9,Operating profit before tax,42,DOLLARS(millions)
2023,N,Administrative and Support Services,d_10-19,Operating profit before tax,156,DOLLARS(millions)
2023,N,Administrative and Support Services,e_20-49,Operating profit before tax,45,DOLLARS(millions)
2023,N,Administrative and Support Services,f_50-99,Operating profit before tax,113,DOLLARS(millions)
2023,N,Administrative and Support Services,g_100-199,Operating profit before tax,45,DOLLARS(millions)
2023,N,Administrative and Support Services,h_200+,Operating profit before tax,148,DOLLARS(millions)
2023,N,Administrative and Support Services,i_Industry_Total,Operating profit before tax,1147,DOLLARS(millions)
2023,O,Public Administration and Safety,a_0,Operating profit before tax,20,DOLLARS(millions)
2023,O,Public Administration and Safety,b_1-5,Operating profit before tax,15,DOLLARS(millions)
2023,O,Public Administration and Safety,c_6-9,Operating profit before tax,11,DOLLARS(millions)
2023,O,Public Administration and Safety,d_10-19,Operating profit before tax,17,DOLLARS(millions)
2023,O,Public Administration and Safety,e_20-49,Operating profit before tax,13,DOLLARS(millions)
2023,O,Public Administration and Safety,f_50-99,Operating profit before tax,-4,DOLLARS(millions)
2023,O,Public Administration and Safety,g_100-199,Operating profit before tax,1,DOLLARS(millions)
2023,O,Public Administration and Safety,h_200+,Operating profit before tax,56,DOLLARS(millions)
2023,O,Public Administration and Safety,i_Industry_Total,Operating profit before tax,129,DOLLARS(millions)
2023,P,Education and Training,a_0,Operating profit before tax,164,DOLLARS(millions)
2023,P,Education and Training,b_1-5,Operating profit before tax,70,DOLLARS(millions)
2023,P,Education and Training,c_6-9,Operating profit before tax,35,DOLLARS(millions)
2023,P,Education and Training,d_10-19,Operating profit before tax,47,DOLLARS(millions)
2023,P,Education and Training,e_20-49,Operating profit before tax,34,DOLLARS(millions)
2023,P,Education and Training,f_50-99,Operating profit before tax,30,DOLLARS(millions)
2023,P,Education and Training,g_100-199,Operating profit before tax,37,DOLLARS(millions)
2023,P,Education and Training,h_200+,Operating profit before tax,51,DOLLARS(millions)
2023,P,Education and Training,i_Industry_Total,Operating profit before tax,468,DOLLARS(millions)
2023,Q,Health Care and Social Assistance,a_0,Operating profit before tax,1172,DOLLARS(millions)
2023,Q,Health Care and Social Assistance,b_1-5,Operating profit before tax,579,DOLLARS(millions)
2023,Q,Health Care and Social Assistance,c_6-9,Operating profit before tax,122,DOLLARS(millions)
2023,Q,Health Care and Social Assistance,d_10-19,Operating profit before tax,210,DOLLARS(millions)
2023,Q,Health Care and Social Assistance,e_20-49,Operating profit before tax,366,DOLLARS(millions)
2023,Q,Health Care and Social Assistance,f_50-99,Operating profit before tax,139,DOLLARS(millions)
2023,Q,Health Care and Social Assistance,g_100-199,Operating profit before tax,269,DOLLARS(millions)
2023,Q,Health Care and Social Assistance,h_200+,Operating profit before tax,301,DOLLARS(millions)
2023,Q,Health Care and Social Assistance,i_Industry_Total,Operating profit before tax,3158,DOLLARS(millions)
2023,R,Arts and Recreation Services,a_0,Operating profit before tax,359,DOLLARS(millions)
2023,R,Arts and Recreation Services,b_1-5,Operating profit before tax,71,DOLLARS(millions)
2023,R,Arts and Recreation Services,d_10-19,Operating profit before tax,50,DOLLARS(millions)
2023,R,Arts and Recreation Services,e_20-49,Operating profit before tax,45,DOLLARS(millions)
2023,R,Arts and Recreation Services,f_50-99,Operating profit before tax,33,DOLLARS(millions)
2023,R,Arts and Recreation Services,h_200+,Operating profit before tax,377,DOLLARS(millions)
2023,R,Arts and Recreation Services,i_Industry_Total,Operating profit before tax,1299,DOLLARS(millions)
2023,S,Other Services,a_0,Operating profit before tax,521,DOLLARS(millions)
2023,S,Other Services,b_1-5,Operating profit before tax,272,DOLLARS(millions)
2023,S,Other Services,c_6-9,Operating profit before tax,160,DOLLARS(millions)
2023,S,Other Services,d_10-19,Operating profit before tax,190,DOLLARS(millions)
2023,S,Other Services,e_20-49,Operating profit before tax,27,DOLLARS(millions)
2023,S,Other Services,f_50-99,Operating profit before tax,31,DOLLARS(millions)
2023,S,Other Services,g_100-199,Operating profit before tax,43,DOLLARS(millions)
2023,S,Other Services,h_200+,Operating profit before tax,10,DOLLARS(millions)
2023,S,Other Services,i_Industry_Total,Operating profit before tax,1254,DOLLARS(millions)
2023,all,All Industries,j_Grand_Total,Operating profit before tax,103100,DOLLARS(millions)
2024,A,"Agriculture, Forestry and Fishing",a_0,Operating profit before tax,1710,DOLLARS(millions)
2024,A,"Agriculture, Forestry and Fishing",b_1-5,Operating profit before tax,1162,DOLLARS(millions)
2024,A,"Agriculture, Forestry and Fishing",c_6-9,Operating profit before tax,319,DOLLARS(millions)
2024,A,"Agriculture, Forestry and Fishing",d_10-19,Operating profit before tax,200,DOLLARS(millions)
2024,A,"Agriculture, Forestry and Fishing",e_20-49,Operating profit before tax,99,DOLLARS(millions)
2024,A,"Agriculture, Forestry and Fishing",f_50-99,Operating profit before tax,74,DOLLARS(millions)
2024,A,"Agriculture, Forestry and Fishing",g_100-199,Operating profit before tax,33,DOLLARS(millions)
2024,A,"Agriculture, Forestry and Fishing",h_200+,Operating profit before tax,-17,DOLLARS(millions)
2024,A,"Agriculture, Forestry and Fishing",i_Industry_Total,Operating profit before tax,3578,DOLLARS(millions)
2024,B,Mining,a_0,Operating profit before tax,206,DOLLARS(millions)
2024,B,Mining,b_1-5,Operating profit before tax,28,DOLLARS(millions)
2024,B,Mining,c_6-9,Operating profit before tax,21,DOLLARS(millions)
2024,B,Mining,d_10-19,Operating profit before tax,35,DOLLARS(millions)
2024,B,Mining,e_20-49,Operating profit before tax,137,DOLLARS(millions)
2024,B,Mining,h_200+,Operating profit before tax,328,DOLLARS(millions)
2024,B,Mining,i_Industry_Total,Operating profit before tax,832,DOLLARS(millions)
2024,C,Manufacturing,a_0,Operating profit before tax,370,DOLLARS(millions)
2024,C,Manufacturing,b_1-5,Operating profit before tax,424,DOLLARS(millions)
2024,C,Manufacturing,c_6-9,Operating profit before tax,270,DOLLARS(millions)
2024,C,Manufacturing,d_10-19,Operating profit before tax,563,DOLLARS(millions)
